headline,subhead,link,title,journal
"Microsoft cancels leases for AI data centers, analyst says",Tech,https://fortune.com/2025/02/24/microsoft-cancels-leases-for-ai-data-centers-analyst-says/,tech,fortune
"Apple will add 20,000 U.S. jobs amid threat from Trump tariffs",Tech,https://fortune.com/2025/02/24/apple-add-20000-us-jobs-amid-threat-from-trump-tariffs/,tech,fortune
Exclusive: IT software startup NinjaOne raises $500 million led by CapitalG and Iconiq,Newsletters,https://fortune.com/2025/02/24/ninjaone-500-million-funding-series-c-capitalg-iconiq-venture/,tech,fortune
Nvidia will face off with investors demanding perfection as the ‘spigot of investment dollars’ gushes into AI,Tech,https://fortune.com/2025/02/24/nvidia-earnings-jensen-huang-tech-stocks-blackwell-ai-deepseek/,ai,fortune
DeepSeek shows AI startups can now outpace the tech giants—who may have wasted billions,Commentary,https://fortune.com/2025/02/24/deepseek-shows-ai-startups-can-now-outpace-the-tech-giants-who-may-have-wasted-billions/,ai,fortune
The CEO of Snowflake left Google to lead the $43 billion AI company—he says a weekly war room is the secret sauce behind its recent resurgence,Success,https://fortune.com/2025/02/24/snowflake-ceo-sridhar-ramaswamy-ai-war-rooms-soaring-stock-revenue/,ai,fortune
"Microsoft cancels leases for AI data centers, analyst says",Tech,https://fortune.com/2025/02/24/microsoft-cancels-leases-for-ai-data-centers-analyst-says/,ai,fortune
xAI chief engineer blames former OpenAI employee after Grok blocks results saying Musk and Trump ‘spread misinformation’,Tech,https://fortune.com/2025/02/24/xai-chief-engineer-blames-former-openai-employee-grok-blocks-musk-trump-misinformation/,ai,fortune
Uber and Tesla are on a competitive collision course,Newsletters,https://fortune.com/2025/02/24/uber-and-tesla-are-on-a-competitive-collision-course/,ai,fortune
China's draft law prohibits arbitrary fines on private enterprises,-,//www.chinadaily.com.cn/a/202502/24/WS67bc7237a310c240449d6f8a.html,economy,china_daily
"Shenzhen unveils $630 million subsidy plan to boost AI, robotics",-,//www.chinadaily.com.cn/a/202502/24/WS67bbe82ba310c240449d6e04.html,economy,china_daily
"China's business community opposes US overstretching national security concept, hindering economic, trade exchanges",-,//www.chinadaily.com.cn/a/202502/24/WS67bbe72ba310c240449d6dff.html,economy,china_daily
Measures to reduce operational costs for enterprises,-,//www.chinadaily.com.cn/a/202502/24/WS67bbcbfda310c240449d6d0d.html,economy,china_daily
Why US shouldn't wage trade war with China,-,//www.chinadaily.com.cn/a/202502/24/WS67bbcaefa310c240449d6d02.html,economy,china_daily
New Trump tariff policies are ill-conceived,-,//www.chinadaily.com.cn/a/202502/24/WS67bbc9baa310c240449d6cdc.html,economy,china_daily
Forum champions open source for humanoid robotics boom,-,//www.chinadaily.com.cn/a/202502/24/WS67bc1537a310c240449d6e70.html,tech,china_daily
Show charts progress through digital eye,-,//www.chinadaily.com.cn/a/202502/24/WS67bc13c0a310c240449d6e65.html,tech,china_daily
"Shenzhen unveils $630 million subsidy plan to boost AI, robotics",-,//www.chinadaily.com.cn/a/202502/24/WS67bbe82ba310c240449d6e04.html,tech,china_daily
Wedding industry embraces AI,-,//www.chinadaily.com.cn/a/202502/24/WS67bbc62da310c240449d6c7a.html,tech,china_daily
Innovation reshapes China's digital landscape,-,//www.chinadaily.com.cn/a/202502/24/WS67bbb9f4a310c240449d6c13.html,tech,china_daily
Global developers: How DeepSeek has changed the tech world,-,//www.chinadaily.com.cn/a/202502/23/WS67bad64ca310c240449d6b7f.html,tech,china_daily
"OECD recommendations can boost R&D but not ensure efficiency, says study ",-,https://valorinternational.globo.com/economy/news/2025/02/24/oecd-recommendations-can-boost-randd-but-not-ensure-efficiency-says-study.ghtml,economy,valor_internacional
Main capital cities to drive R$13.4bn in Carnival 2025,-,https://valorinternational.globo.com/economy/news/2025/02/24/main-capital-cities-to-drive-r134bn-in-carnival-2025.ghtml,economy,valor_internacional
"In nine years, pension deficit grows 60% to R$417bn",-,https://valorinternational.globo.com/economy/news/2025/02/24/in-nine-years-pension-deficit-grows-60percent-to-r417bn.ghtml,economy,valor_internacional
Banking task force proposes measures to reduce lending costs,-,https://valorinternational.globo.com/economy/news/2025/02/24/banking-task-force-proposes-measures-to-reduce-lending-costs.ghtml,economy,valor_internacional
"High, inflexible spending undermines public sector efficiency in Brazil",-,https://valorinternational.globo.com/economy/news/2025/02/21/high-and-rigid-spending-undermines-public-sector-efficiency-in-brazil.ghtml,economy,valor_internacional
Government gets closer to allowing private sector payroll loans,-,https://valorinternational.globo.com/economy/news/2025/02/20/government-gets-closer-to-allowing-private-sector-payroll-loans.ghtml,economy,valor_internacional
Petrobras eyeing potential of Pelotas Basin in South Brazil,-,https://valorinternational.globo.com/business/news/2025/02/24/petrobras-eyeing-potential-of-pelotas-basin-in-south-brazil.ghtml,tech,valor_internacional
"Azul reports record quarterly revenue, but ends 2024 with a loss",-,https://valorinternational.globo.com/business/news/2025/02/24/azul-reports-record-quarterly-revenue-but-ends-2024-with-a-loss.ghtml,tech,valor_internacional
WeWork finalizes deal for SoftBank’s stake in Brazilian operation,-,https://valorinternational.globo.com/business/news/2025/02/24/wework-finalizes-deal-for-softbanks-stake-in-brazilian-operation.ghtml,tech,valor_internacional
Petrobras expected to post weaker quarterly results,-,https://valorinternational.globo.com/business/news/2025/02/24/petrobras-expected-to-post-weaker-quarterly-results.ghtml,tech,valor_internacional
XP further strengthens advisory firm network with stake in Criteria,-,https://valorinternational.globo.com/business/news/2025/02/24/xp-further-strengthens-advisory-firm-network-with-stake-in-criteria.ghtml,tech,valor_internacional
"Sodexo revamps business model after pandemic, loss of founder",-,https://valorinternational.globo.com/business/news/2025/02/24/sodexo-revamps-business-model-after-pandemic-loss-of-founder.ghtml,tech,valor_internacional
"Trump’s move to rein in regulators is a ‘big mistake’, top investor warns",Amundi,https://www.ft.com/content/31c91c97-fc6f-4007-b50e-929f222d6e2c,economy,ft
Hackers steal $1.5bn from crypto exchange Bybit in biggest-ever heist,Cryptocurrencies,https://www.ft.com/content/5d0121b9-f2ee-4674-a841-11e6f1b713ce,economy,ft
US traders snap up aluminium ahead of Trump tariffs,Industrial metals,https://www.ft.com/content/76f6daa5-35db-4b45-8a36-3cd0dc7adf73,economy,ft
US stocks post worst slide in two months on gloomy economic data ,US equities,https://www.ft.com/content/2dfe3eb9-4805-454a-90db-be01c3c23672,economy,ft
Is China investable again?,Ruchir Sharma,https://www.ft.com/content/e526fb77-6d94-4968-83fc-ba51d6dcbc3d,economy,ft
Sentiment and stagflation,Aiden Reiter,https://www.ft.com/content/5f2b98b9-dca9-4983-a1e6-f535db8bc223,economy,ft
"Apple announces plans to create 20,000 US jobs in pitch to Trump",Apple Inc,https://www.ft.com/content/833efdde-a4da-4349-92f8-b09a1d0f69ae,tech,ft
Apple’s diversity policies and OpenAI deal targeted by shareholders,Apple Inc,https://www.ft.com/content/7fa6081c-98da-4103-bc23-0597bea2acda,tech,ft
Prosus to acquire Just Eat Takeaway in €4bn deal,Just Eat Takeaway,https://www.ft.com/content/9b3af18a-e499-4baf-92d8-930ad39f26b9,tech,ft
UK develops AI CV-writing tool for jobseekers,UK employment,https://www.ft.com/content/a84b2d7e-6bbf-43e1-b044-087a5cf59291,tech,ft
Accel’s Harry Nelis: ‘Many entrepreneurs realise Europe is a great place to start a business’,Tech Exchange,https://www.ft.com/content/3a578807-c7f0-4e06-82db-35232d401a1e,tech,ft
Patience pays off in quantum computing,John Thornhill,https://www.ft.com/content/63cf560a-69f3-42c2-82c3-7e8d97282716,tech,ft
Can Syria’s new rulers sustain its fragile peace?,The Big Read,https://www.ft.com/content/680a41d1-acdd-4d56-a79d-93ae65bfee8f,deep_dive,ft
What’s really behind Trump’s abrupt pivot to Russia?,The Big Read,https://www.ft.com/content/83b85e0c-9751-4428-95c9-3828b691468a,deep_dive,ft
What an idle copper mine in Panama says about the green transition,The Big Read,https://www.ft.com/content/19346af7-f272-41c9-9e3a-2ebd9fad6209,deep_dive,ft
Will the bond market rein in Donald Trump?,The Big Read,https://www.ft.com/content/0259de87-9488-404d-b418-cdb26a2a8f89,deep_dive,ft
Is the UK failing victims of fraud?,The Big Read,https://www.ft.com/content/964d2ffc-804c-4016-8c90-814fec68ecb8,deep_dive,ft
Apple’s quiet pivot to India,The Big Read,https://www.ft.com/content/d46e0faa-33f2-41a5-9c09-3957b0deac6f,deep_dive,ft
